"","X.1","X","id","first_name","last_name","gender","height","weight","zombies_killed","years_of_education","major","age"
"759",759,759,759,"Emily","Dunn","Female",66.3134287917755,133.849248931183,3,4,"environmental science",20.7057936051505
"760",760,760,760,"Henry","Ross","Male",68.8607365503497,161.905575568417,4,2,"education",18.5287192974554
"761",761,761,761,"Sharon","Allen","Female",61.3196971789945,136.350828058779,3,5,"psychology",15.1999983872478
"762",762,762,762,"Ralph","Moore","Male",64.3640115036032,136.986432088457,2,4,"agricultural sciences",13.7643866242242
"763",763,763,763,"Fred","Perkins","Male",70.7874694202724,154.780834675592,2,1,"medicine/nursing",19.9191890748801
"764",764,764,764,"Terry","Myers","Male",65.1569243433984,137.072841126772,6,2,"epidemiology",14.9967160856325
"765",765,765,765,"Carolyn","Tucker","Female",58.3516111075626,114.967995183596,3,2,"city planning",15.2350102327851
"766",766,766,766,"Carlos","Hart","Male",69.7042376678049,162.223631015667,2,2,"human services",17.8176750413574
"767",767,767,767,"Katherine","Carroll","Female",60.879017467524,119.453504569999,3,3,"architecture",13.9105086190911
"768",768,768,768,"Marilyn","Castillo","Female",66.5314352977695,129.02404016263,6,1,"military strategy",21.3367160523142
"769",769,769,769,"James","Bradley","Male",64.6112692803564,129.484879265744,3,4,"agricultural sciences",15.8741805498434
"770",770,770,770,"Terry","Ortiz","Male",73.2945949472601,167.135977893739,1,4,"psychology",27.5567372999926
"771",771,771,771,"Bonnie","Peterson","Female",66.5115124695974,123.868849009597,8,1,"agricultural sciences",21.1096272009857
"772",772,772,772,"Michelle","Holmes","Female",65.6684393058163,132.652960100957,3,2,"pharmacology",19.5463415877501
"773",773,773,773,"Johnny","Martinez","Male",70.8887261399055,162.988579267611,4,1,"agricultural sciences",18.3724641827117
"774",774,774,774,"Stephen","Burton","Male",63.1844041951073,135.809793144243,5,4,"criminal justice administration",14.8700018620028
"775",775,775,775,"Arthur","Warren","Male",65.0795318187469,167.501787071615,3,4,"environmental science",14.9077488086551
"776",776,776,776,"Shirley","Jones","Female",63.1683811517542,133.469579239747,3,5,"botany",17.8539909657833
"777",777,777,777,"Evelyn","Gonzales","Female",67.0188399530007,135.652442854589,4,3,"pharmacology",22.4306991416026
"778",778,778,778,"Jason","Hart","Male",67.6958462996129,143.82659698628,3,2,"culinart services",16.8319145132317
"779",779,779,779,"Rose","Chavez","Female",65.4135857198981,147.804532432689,5,4,"mechanical engineering",17.7789762526599
"780",780,780,780,"Kevin","Andrews","Male",66.6253641243703,135.307233224428,5,1,"city planning",15.7551045349872
"781",781,781,781,"Wanda","Hayes","Female",65.3541948890439,131.425805555312,5,3,"communication",20.1536702502301
"782",782,782,782,"Mary","Gomez","Female",67.6912264717804,127.57637425781,1,4,"philosophy",23.3304747953045
"783",783,783,783,"Joyce","Ward","Female",70.163289531269,141.884862036575,3,0,"environmental science",26.1342811381719
"784",784,784,784,"Steve","Cooper","Male",75.6030519572919,172.577841909045,3,4,"applied sciences",23.825128305656
"785",785,785,785,"Steven","Wright","Male",62.3224279761769,118.503595282296,1,3,"physical education",16.1000376002185
"786",786,786,786,"Paul","Nichols","Male",71.6534947805055,166.432158876419,2,2,"economics",18.549759862702
"787",787,787,787,"Nancy","Flores","Female",66.3537625962422,131.498049068476,2,3,"human services",23.807579493342
"788",788,788,788,"Harry","Davis","Male",68.089766798665,150.962372991618,3,2,"human services",17.0757585871716
"789",789,789,789,"George","Willis","Male",74.5142345403967,166.904659427965,3,4,"mechanical engineering",25.42632490446
"790",790,790,790,"Daniel","Robertson","Male",70.666266590581,149.086368938878,3,7,"criminal justice administration",20.4859017147234
"791",791,791,791,"George","Martinez","Male",72.3927478963162,147.056357109036,3,6,"environmental science",24.0940454965935
"792",792,792,792,"Jonathan","White","Male",69.663024233427,168.667467529965,0,4,"military strategy",19.2994050483384
"793",793,793,793,"Amy","Taylor","Female",64.4062966335712,113.912515873563,3,6,"philosophy",18.0616610593558
"794",794,794,794,"Peter","Payne","Male",69.2855251040883,146.171493278344,3,1,"mechanical engineering",21.0305246815992
"795",795,795,795,"Gary","Griffin","Male",70.0908125577472,160.162414916443,5,3,"psychology",16.5540769783132
"796",796,796,796,"Betty","Tucker","Female",63.8240319621908,119.664931122989,2,2,"logistics",21.7252102751145
"797",797,797,797,"Andrew","Chavez","Male",66.6257150960051,145.17683546798,1,2,"animal husbandry",15.9983913493329
"798",798,798,798,"Lisa","Russell","Female",59.116174261668,113.94211004279,3,4,"philosophy",15.4140002605477
"799",799,799,799,"Brian","Crawford","Male",78.8580780003415,157.332811712203,7,2,"psychology",29.5948804870113
"800",800,800,800,"Thomas","Ross","Male",70.468249743713,142.68420145601,5,3,"education",19.4561416460773
"801",801,801,801,"Dorothy","Ramos","Female",69.8725310938309,144.123000078037,3,3,"agricultural sciences",23.4248790363902
"802",802,802,802,"Michelle","Greene","Female",68.604381332983,134.609607754875,2,3,"mechanical engineering",25.1032278506384
"803",803,803,803,"Ruth","Spencer","Female",60.3673593809619,118.899109489015,2,1,"botany",14.7748855950556
"804",804,804,804,"Emily","Rivera","Female",66.0962029834143,127.493614078784,5,4,"medicine/nursing",21.5638773828453
"805",805,805,805,"Martha","Coleman","Female",61.6777342949975,111.505051546165,5,2,"military strategy",21.666929791363
"806",806,806,806,"Lori","Flores","Female",62.6785310744804,136.844541977369,2,2,"pharmacology",15.768114688273
"807",807,807,807,"Brandon","Sanchez","Male",72.1575562772975,174.640110488129,2,7,"environmental science",21.9101382320661
"808",808,808,808,"Bruce","Armstrong","Male",66.191630621499,133.413175358773,1,1,"philosophy",21.1655149673003
"809",809,809,809,"Roy","Mason","Male",69.6110483534569,144.956012406584,2,3,"environmental science",21.9036990860215
"810",810,810,810,"Lois","Fernandez","Female",64.6069510217692,139.513604191249,4,4,"energy studies",14.9502680241024
"811",811,811,811,"Victor","Cunningham","Male",63.7085452572297,133.074755255268,3,3,"energy studies",17.3837603865398
"812",812,812,812,"Brian","Cunningham","Male",70.6453409560957,142.919344443875,8,8,"human services",21.7118506171453
"813",813,813,813,"Scott","Cooper","Male",70.6578101919361,158.059108704979,4,3,"military strategy",20.9723662275392
"814",814,814,814,"Chris","Burns","Male",68.7875513255999,173.465165766258,1,3,"physical education",17.8678332293662
"815",815,815,815,"Tammy","Kim","Female",68.4425558965675,141.500202103842,3,5,"military strategy",20.3591977442241
"816",816,816,816,"Brian","Reed","Male",70.1263209312466,151.225585996833,4,3,"human services",19.9778678401746
"817",817,817,817,"Peter","Barnes","Male",67.1078017732327,163.510922407858,0,3,"animal husbandry",15.5552413989004
"818",818,818,818,"Sarah","Owens","Female",63.9973397160186,120.476324302412,2,8,"pharmacology",17.7996311731908
"819",819,819,819,"Harold","Patterson","Male",70.7574772001452,152.399461192528,3,0,"physical education",21.438456612267
"820",820,820,820,"Michelle","Kennedy","Female",66.8545754378016,135.326047998442,1,2,"culinart services",19.732270933838
"821",821,821,821,"Marilyn","Anderson","Female",62.6171519198102,122.418613882986,3,0,"economics",19.1104500285197
"822",822,822,822,"Amy","Rice","Female",66.7899482197805,146.166337942699,1,2,"environmental science",18.9223351216413
"823",823,823,823,"Deborah","Andrews","Female",59.4383071106847,117.556400667787,4,5,"agricultural sciences",14.3982587674088
"824",824,824,824,"Henry","Little","Male",66.7185867365335,167.529018198951,1,7,"medicine/nursing",13.8869716178065
"825",825,825,825,"Martha","Banks","Female",63.6593805453063,134.612742002668,7,2,"criminal justice administration",17.3870466857571
"826",826,826,826,"Teresa","Campbell","Female",66.5046787438683,139.718322296711,3,1,"medicine/nursing",19.1321378514521
"827",827,827,827,"Richard","Flores","Male",68.7179816669592,133.856472979264,3,2,"logistics",16.1139445507786
"828",828,828,828,"Randy","Howell","Male",68.9737151566731,155.612459325233,2,3,"botany",20.6600914064689
"829",829,829,829,"Beverly","Gardner","Female",63.2418793911443,128.424842652948,1,3,"culinart services",18.8551538551706
"830",830,830,830,"Katherine","Bailey","Female",62.9598594920921,139.126289399261,1,2,"energy studies",18.7316699787533
"831",831,831,831,"Jason","Mason","Male",66.0157604521696,140.068140536174,0,3,"botany",17.9556796283736
"832",832,832,832,"Joyce","Graham","Female",68.032056271251,142.224471015538,3,3,"environmental science",22.9481008255543
"833",833,833,833,"Terry","Fox","Male",73.7651923567808,177.280109561267,1,1,"psychology",22.3470345128417
"834",834,834,834,"Kelly","Jenkins","Female",62.7686454261145,121.773244954134,2,5,"epidemiology",16.806613813204
"835",835,835,835,"Robert","Lane","Male",67.9468182019466,158.822180251992,4,2,"architecture",17.4239759608009
"836",836,836,836,"Susan","Hawkins","Female",69.359632182333,133.101822331744,3,3,"economics",23.2579378034606
"837",837,837,837,"Nancy","Reynolds","Female",65.2827749158313,141.176746824212,2,3,"biology",20.2967917717258
"838",838,838,838,"Kelly","Alexander","Female",59.2931290943017,120.402719297623,3,6,"criminal justice administration",15.8159129381624
"839",839,839,839,"Ryan","Barnes","Male",68.2399152777293,128.357789855972,2,1,"physical education",19.9293733142238
"840",840,840,840,"Donna","Jackson","Female",66.4186612756762,140.709739250883,4,4,"architecture",21.1149701393468
"841",841,841,841,"Harry","Jacobs","Male",67.6698744540575,152.867178330574,2,4,"physical education",19.5838797141707
"842",842,842,842,"Marie","Marshall","Female",57.7156523789525,116.121034124164,6,4,"environmental science",14.2332558318314
"843",843,843,843,"Andrew","Allen","Male",69.2771952779149,156.321592916007,1,2,"military strategy",20.4475864665323
"844",844,844,844,"Kelly","Ramirez","Female",65.2871867104917,130.709992626687,5,3,"environmental science",19.7393669214431
"845",845,845,845,"Sean","Carpenter","Male",74.5541278818791,154.511635027254,2,2,"business administration",23.1987030170614
"846",846,846,846,"Jean","Wheeler","Female",67.0953916305133,146.783114326074,2,4,"business administration",18.7959615323711
"847",847,847,847,"Roy","Oliver","Male",65.9430272255911,147.715964410627,5,6,"communication",16.6220923222879
"848",848,848,848,"Frank","Gilbert","Male",73.2144030653807,164.975662865867,2,6,"physical education",17.4424017077521
"849",849,849,849,"Paul","Mitchell","Male",74.7484481383335,169.673907545646,4,5,"criminal justice administration",20.922561039205
"850",850,850,850,"Chris","Rodriguez","Male",71.6266671260813,156.842914035671,1,5,"communication",21.7347436900292
"851",851,851,851,"George","Gomez","Male",75.7356150200115,164.854740610987,4,5,"city planning",24.0064747005234
"852",852,852,852,"Katherine","Greene","Female",76.6047892050457,182.149982243275,0,2,"environmental science",27.5922511229401
"853",853,853,853,"Martin","Ross","Male",63.8923012895974,130.677324299307,3,1,"pharmacology",18.0627911664956
"854",854,854,854,"Irene","Mendoza","Female",65.0312306160521,155.734329573726,2,3,"human services",16.7084264354568
"855",855,855,855,"Daniel","Scott","Male",70.1870466284666,164.391771655828,3,3,"medicine/nursing",21.8449988035908
"856",856,856,856,"Jose","Robinson","Male",76.4410493777744,172.988461670895,1,3,"military strategy",23.4901632462052
"857",857,857,857,"Evelyn","Gutierrez","Female",66.9071531865523,141.274764463178,1,3,"economics",21.7679244028881
"858",858,858,858,"Marie","Tucker","Female",66.3526719802005,144.789230931297,1,4,"mechanical engineering",20.682497950467
"859",859,859,859,"Beverly","Wilson","Female",61.2253447075642,93.6708149887536,2,4,"environmental science",21.0684064754828
"860",860,860,860,"Patrick","Flores","Male",61.8940812019255,136.450831398827,1,4,"architecture",18.3149851310878
"861",861,861,861,"Katherine","Garrett","Female",64.893229638358,121.913228020526,3,3,"medicine/nursing",20.9168263388292
"862",862,862,862,"Robert","Stephens","Male",69.2175438571483,156.824537573733,2,2,"physical education",18.5230647949643
"863",863,863,863,"Eugene","Washington","Male",74.4284876886975,168.8934231057,5,5,"animal husbandry",21.9832834254408
"864",864,864,864,"Raymond","Garcia","Male",73.4759204036662,173.75409178767,1,1,"biology",23.2007110429172
"865",865,865,865,"Jacqueline","Carpenter","Female",67.1576996370468,138.856840909198,5,1,"integrated water resources management",20.335169717694
"866",866,866,866,"Kelly","Long","Female",65.8961381911629,123.436587778871,3,1,"philosophy",19.7521432683687
"867",867,867,867,"Donna","Stewart","Female",67.6461737693724,147.724893897139,3,1,"environmental science",24.0197233930856
"868",868,868,868,"Gregory","Harris","Male",74.2199835360847,157.353762563155,3,4,"environmental science",23.9051139265589
"869",869,869,869,"Robin","Olson","Female",63.5086789042379,130.939666990781,2,4,"business administration",19.734316405053
"870",870,870,870,"Thomas","Fox","Male",78.5872481256278,205.185708981095,6,3,"communication",24.327505672747
"871",871,871,871,"Evelyn","Dunn","Female",63.0801001223678,125.515642805099,3,2,"criminal justice administration",17.6882504813559
"872",872,872,872,"Carol","Freeman","Female",68.8449280576546,138.429605982338,3,7,"criminal justice administration",24.0061562753824
"873",873,873,873,"Rose","Hart","Female",63.399496810164,134.401427090953,5,2,"criminal justice administration",17.7733105018396
"874",874,874,874,"Sean","Brooks","Male",68.5268976652003,126.820701088954,1,6,"philosophy",20.9275288130816
"875",875,875,875,"Edward","Fisher","Male",63.3213562003454,128.449984747955,1,1,"agricultural sciences",16.9871529793271
"876",876,876,876,"Billy","Reynolds","Male",70.9915805295444,160.795550409761,4,3,"medicine/nursing",18.4765535493545
"877",877,877,877,"Betty","Schmidt","Female",64.341882354009,129.129352091777,1,3,"communication",19.1853509634154
"878",878,878,878,"Roy","Coleman","Male",67.2790079181644,148.575445314477,1,3,"integrated water resources management",18.3552535326446
"879",879,879,879,"Jennifer","Daniels","Female",68.9560746138852,152.136057247054,6,2,"education",22.934770751247
"880",880,880,880,"Evelyn","Jones","Female",63.0678537791803,114.546606234153,3,4,"business administration",18.6242743832309
"881",881,881,881,"Alan","Harrison","Male",72.829771651486,170.388267988093,4,0,"physical education",20.7049683757352
"882",882,882,882,"Margaret","Tucker","Female",63.8409494116774,137.002659714901,2,4,"biology",17.013802079335
"883",883,883,883,"Joseph","Williams","Male",71.5329457318902,156.256163385154,1,5,"human services",18.9404467710721
"884",884,884,884,"Wanda","Reid","Female",66.0481627768664,138.205463882728,2,3,"animal husbandry",18.8448067205824
"885",885,885,885,"Janet","Ellis","Female",65.8429265299284,130.184513149859,1,3,"epidemiology",21.6132342958142
"886",886,886,886,"Lawrence","Gilbert","Male",75.4386033858664,179.382307841016,2,2,"epidemiology",21.1306852097126
"887",887,887,887,"Judy","Wood","Female",61.7298738165133,130.402832642849,2,2,"applied sciences",13.4306936134119
"888",888,888,888,"Kimberly","Wilson","Female",67.2062322336789,143.042144912349,4,4,"animal husbandry",19.071130374027
"889",889,889,889,"Teresa","Ramos","Female",66.2763159833984,132.901098945091,1,3,"energy studies",18.3935931004382
"890",890,890,890,"Craig","Thompson","Male",67.4771947100254,146.832557865596,6,3,"military strategy",21.3213570648966
"891",891,891,891,"Keith","Vasquez","Male",69.3855575581842,151.64706825379,2,6,"medicine/nursing",18.9861147317873
"892",892,892,892,"Clarence","Moore","Male",62.9715932514839,130.975970962484,1,1,"animal husbandry",15.1217550123337
"893",893,893,893,"Craig","Morris","Male",70.3851835581031,166.125920193415,3,4,"philosophy",20.8685257392113
"894",894,894,894,"Kevin","Adams","Male",65.5279154103866,132.668272777432,2,1,"communication",19.6151279875734
"895",895,895,895,"Kathleen","Kennedy","Female",63.6559992750428,128.629220850614,11,2,"animal husbandry",17.9395672711064
"896",896,896,896,"Annie","Johnson","Female",65.1054138328326,135.562764325159,3,4,"culinart services",20.6681021441995
"897",897,897,897,"Janet","Meyer","Female",66.831619983606,167.135780881491,2,3,"energy studies",16.8137967640185
"898",898,898,898,"Sean","Romero","Male",69.8741603021989,169.420020213874,5,2,"culinart services",18.9932381689122
"899",899,899,899,"Jose","Harrison","Male",67.0332344176208,144.117517242474,2,3,"physical education",19.3722668003414
"900",900,900,900,"Lillian","Chapman","Female",71.0290134275497,163.037504034562,2,2,"applied sciences",21.107804784988
"901",901,901,901,"George","Reid","Male",73.5791534585945,157.019120053859,4,2,"pharmacology",22.9973296370998
"902",902,902,902,"William","Reed","Male",74.7065770053393,161.2081240931,3,1,"culinart services",20.9372575493376
"903",903,903,903,"Larry","Black","Male",64.796345089515,132.884686763786,2,5,"criminal justice administration",18.4372655390785
"904",904,904,904,"Betty","Thompson","Female",65.1787702309617,131.579934637054,4,3,"biology",22.041712722307
"905",905,905,905,"Bruce","Wright","Male",67.3172113212966,150.357932966644,6,4,"animal husbandry",20.4488553268247
"906",906,906,906,"Terry","Wright","Male",67.9242902723323,152.57921080687,3,4,"agricultural sciences",18.7396210122507
"907",907,907,907,"Sandra","West","Female",71.6298336169862,181.703067564924,3,2,"biology",19.3625888178522
"908",908,908,908,"Philip","Reed","Male",71.1195687092638,149.6487755503,0,6,"business administration",20.5851037594441
"909",909,909,909,"Ruby","Scott","Female",62.2061305122606,132.5675537381,6,3,"criminal justice administration",17.6909315185135
"910",910,910,910,"Katherine","Alvarez","Female",68.7503939800788,150.375299090033,3,5,"military strategy",20.9183576933514
"911",911,911,911,"Gary","Payne","Male",65.7912626001889,125.882221930083,3,1,"economics",18.5375456074526
"912",912,912,912,"Jonathan","Myers","Male",68.940333879345,152.6564829323,7,2,"education",20.6630055532938
"913",913,913,913,"Linda","Robertson","Female",72.4824725591709,165.903064429575,6,3,"criminal justice administration",24.7721670259299
"914",914,914,914,"Eugene","Lynch","Male",78.5277807945127,180.98471404001,4,5,"psychology",25.8222108756565
"915",915,915,915,"Phyllis","Alexander","Female",61.3373376501964,110.122677677239,3,3,"philosophy",18.0214872356964
"916",916,916,916,"Arthur","Grant","Male",67.7741903029388,137.151922863108,4,4,"pharmacology",17.5371118938533
"917",917,917,917,"Lillian","Burton","Female",69.7528974073513,155.124373895184,3,2,"business administration",19.4368051685984
"918",918,918,918,"Benjamin","Scott","Male",69.4266787135182,156.113292616783,3,2,"applied sciences",19.1786252952834
"919",919,919,919,"Andrea","Tucker","Female",62.820849759268,119.579158675453,2,4,"military strategy",19.4319035699062
"920",920,920,920,"Ann","Nichols","Female",65.9535953501764,131.242367088075,2,4,"business administration",22.9408378308782
"921",921,921,921,"Jose","Turner","Male",69.454762975681,143.53758140819,3,6,"communication",20.9436721275715
"922",922,922,922,"Carlos","Wheeler","Male",64.6543236966983,121.688641442385,2,1,"medicine/nursing",18.784453486095
"923",923,923,923,"Kimberly","Simmons","Female",67.4386956683897,137.21564342328,1,3,"medicine/nursing",23.0696724408029
"924",924,924,924,"Randy","Flores","Male",72.6048463090032,185.796147475046,5,3,"philosophy",22.8670788499901
"925",925,925,925,"Rachel","Kelly","Female",68.7564266879429,142.297797631821,5,5,"business administration",22.0973090574028
"926",926,926,926,"Chris","Robertson","Male",79.5150524685469,182.606688602275,1,2,"logistics",24.8545341894108
"927",927,927,927,"Andrea","Berry","Female",63.6895967913009,132.823938732029,3,0,"communication",17.0634774349833
"928",928,928,928,"Jerry","Ellis","Male",71.6932273407,155.415028612876,2,5,"architecture",20.4992149130196
"929",929,929,929,"Raymond","Ferguson","Male",64.1857772750917,118.647233259297,6,5,"agricultural sciences",19.6915415810716
"930",930,930,930,"Keith","Wagner","Male",63.2409618035857,132.8479723171,3,0,"environmental science",16.6960610390864
"931",931,931,931,"Daniel","Thomas","Male",75.1904383846844,172.019479626861,2,3,"culinart services",23.1157185921494
"932",932,932,932,"Ralph","Fox","Male",59.8065840187153,98.9958465265492,3,1,"medicine/nursing",16.9560062322386
"933",933,933,933,"Amy","Willis","Female",67.8942424965199,124.298402815585,5,4,"physical education",22.846202750707
"934",934,934,934,"Fred","Harris","Male",63.2341595125901,147.174451175882,3,3,"physical education",14.2154033352272
"935",935,935,935,"Nicole","Cook","Female",65.4163265840366,137.306367853218,1,4,"economics",18.9391775223746
"936",936,936,936,"Linda","Garrett","Female",63.3512910269493,138.530162274379,3,4,"culinart services",17.8816247758484
"937",937,937,937,"Raymond","Roberts","Male",65.3711536231775,147.007771530899,2,5,"culinart services",18.5533505489005
"938",938,938,938,"Katherine","Burton","Female",64.019531214966,123.318909199038,1,4,"city planning",18.6662736386468
"939",939,939,939,"Harold","Smith","Male",69.1237920738115,134.348692867635,2,5,"applied sciences",21.680609426945
"940",940,940,940,"Charles","Fernandez","Male",69.7739240235754,174.350233159571,3,5,"medicine/nursing",14.892994325927
"941",941,941,941,"Stephanie","Thompson","Female",60.1625556667523,112.515240438716,4,6,"applied sciences",15.5316876430991
"942",942,942,942,"Susan","Patterson","Female",64.6795671563145,134.255657569105,3,3,"city planning",18.9397361047498
"943",943,943,943,"Rebecca","Hall","Female",64.0907269458421,132.404758416493,5,5,"architecture",19.8980771808976
"944",944,944,944,"Eugene","Palmer","Male",67.5474745687275,134.306553623117,2,1,"criminal justice administration",19.8725886704967
"945",945,945,945,"Judy","Oliver","Female",59.4694209940915,101.478041730679,5,1,"agricultural sciences",19.4373947872806
"946",946,946,946,"Margaret","Garza","Female",62.7997483227818,118.008400699663,2,2,"criminal justice administration",18.8726864460918
"947",947,947,947,"Emily","Howard","Female",64.3805795234509,131.226886592424,5,6,"city planning",14.9834516801162
"948",948,948,948,"Donna","Gardner","Female",70.1909993655276,160.542305561948,2,1,"business administration",23.4100071551155
"949",949,949,949,"Kelly","Murray","Female",65.1804210152158,145.310850084951,5,4,"philosophy",17.3637763046203
"950",950,950,950,"Christina","Evans","Female",67.2962337349251,147.189062774867,1,5,"pharmacology",18.3120302510676
"951",951,951,951,"Donald","Campbell","Male",77.4573450229723,187.034546370946,0,5,"epidemiology",23.8440202183929
"952",952,952,952,"Gerald","Rogers","Male",60.8703656010452,111.433008894066,2,3,"physical education",15.7023525407154
"953",953,953,953,"Debra","Morrison","Female",61.0229114453684,135.686657443877,2,2,"criminal justice administration",16.8487557918253
"954",954,954,954,"Nicholas","Diaz","Male",78.768907547778,152.598572922662,2,2,"criminal justice administration",29.4492761946269
"955",955,955,955,"Daniel","George","Male",67.0618553901411,151.709795129596,3,3,"culinart services",17.9573016256312
"956",956,956,956,"Kevin","Dunn","Male",75.3706698069108,172.873442124484,1,1,"physical education",22.9179960908918
"957",957,957,957,"Dennis","Daniels","Male",73.686429539383,180.867423244105,4,4,"psychology",21.5844903257106
"958",958,958,958,"Patricia","Patterson","Female",62.0646913344885,137.506436135354,3,1,"human services",17.1952741607281
"959",959,959,959,"Steve","Stanley","Male",62.5306467496699,131.516720112017,2,4,"botany",15.661697230196
"960",960,960,960,"Clarence","Gomez","Male",78.8680124985689,190.2004549537,3,0,"education",23.807380282531
"961",961,961,961,"Pamela","Perry","Female",67.0653316207671,144.624528646905,4,1,"botany",21.3586048711128
"962",962,962,962,"Stephanie","Harvey","Female",63.6062405349234,134.093990757643,3,5,"psychology",17.11389413422
"963",963,963,963,"Margaret","Rice","Female",66.4104584117474,143.812119773008,2,3,"economics",20.8956433222194
"964",964,964,964,"Joan","Hudson","Female",66.3261541532953,140.203672553841,3,4,"architecture",18.6245610404974
"965",965,965,965,"Samuel","Hamilton","Male",74.169756023022,163.04451113059,3,0,"agricultural sciences",23.2497242741323
"966",966,966,966,"Steve","James","Male",71.3185198834769,153.113345809865,0,3,"physical education",18.2863781887991
"967",967,967,967,"Virginia","Webb","Female",68.7050937105224,151.271653175449,4,5,"culinart services",22.8625893364323
"968",968,968,968,"Ernest","Hansen","Male",67.8940910984875,159.255225287559,4,2,"criminal justice administration",18.5114030310198
"969",969,969,969,"Angela","White","Female",64.4045586289695,137.107800728907,3,3,"philosophy",16.7175882275218
"970",970,970,970,"Eugene","Ferguson","Male",60.3221799489656,104.58108415397,5,3,"animal husbandry",18.6126135285975
"971",971,971,971,"Norma","Reynolds","Female",68.4288408885664,150.942474341843,0,5,"psychology",19.2226952712629
"972",972,972,972,"Todd","Lee","Male",69.7118790845789,147.551904653047,1,3,"animal husbandry",20.030088486017
"973",973,973,973,"Shirley","Bradley","Female",59.1482088526805,112.269828852365,2,2,"mechanical engineering",17.895416643732
"974",974,974,974,"Henry","Hayes","Male",74.4598024084326,151.94280428012,2,5,"epidemiology",25.2185068578431
"975",975,975,975,"Peter","Dunn","Male",71.2711394563133,153.787157666108,4,3,"business administration",16.5627417156308
"976",976,976,976,"Clarence","Hunt","Male",66.0210230510102,149.164634248591,1,2,"agricultural sciences",18.5163134052951
"977",977,977,977,"Matthew","Ruiz","Male",77.3367224786502,169.76996566353,3,3,"business administration",25.624980939408
"978",978,978,978,"Willie","Richards","Male",64.7372789543926,133.3640744672,5,6,"mechanical engineering",20.1120440010844
"979",979,979,979,"Benjamin","Armstrong","Male",74.5839968427893,172.527364518967,3,3,"environmental science",23.2564510912774
"980",980,980,980,"Melissa","Gray","Female",64.1992359071585,135.253432697129,3,3,"agricultural sciences",21.6127861267571
"981",981,981,981,"Julie","Anderson","Female",66.6435439129082,139.036378423981,5,3,"business administration",20.9548899399332
"982",982,982,982,"Joseph","Simmons","Male",69.8080328302577,143.789520704497,5,1,"energy studies",22.2066523842923
"983",983,983,983,"Tina","Lane","Female",65.0713947184816,136.197533157091,2,3,"city planning",17.5311382319558
"984",984,984,984,"Dorothy","Mason","Female",61.0461750316414,105.683803189891,1,0,"education",19.272985760326
"985",985,985,985,"Mark","Roberts","Male",72.370502228208,169.978281767738,3,4,"integrated water resources management",23.2762260644773
"986",986,986,986,"Jessica","Turner","Female",72.1435172431174,159.935921120871,2,3,"botany",25.1040347178239
"987",987,987,987,"Joseph","Anderson","Male",71.6250698932293,157.092194552966,4,5,"physical education",20.4050455262646
"988",988,988,988,"Kathy","Hicks","Female",62.7918940351952,128.842677668675,4,2,"biology",17.9694059201977
"989",989,989,989,"Barbara","Kennedy","Female",63.852827791136,144.189661663175,1,6,"biology",17.2114496947226
"990",990,990,990,"Scott","Walker","Male",65.1238332898868,130.017335402761,6,0,"culinart services",18.6264949597285
"991",991,991,991,"Jessica","Brooks","Female",68.1973779759204,156.986662000523,1,5,"applied sciences",20.6316439648261
"992",992,992,992,"Cheryl","Rice","Female",67.7306854170604,136.513926154963,3,5,"energy studies",23.6162622084765
"993",993,993,993,"William","Cruz","Male",66.8253912720764,139.889122581,4,6,"psychology",19.1945047814153
"994",994,994,994,"John","Anderson","Male",67.9386945033868,159.851997668205,1,4,"agricultural sciences",21.5452953865585
"995",995,995,995,"Joseph","Powell","Male",73.0233709557877,163.297385821425,3,8,"economics",22.1254373265291
"996",996,996,996,"Cynthia","Harris","Female",59.7452974897402,127.144435130835,2,2,"integrated water resources management",14.070235745405
"997",997,997,997,"Julie","Evans","Female",66.48565803078,157.087777269127,3,2,"education",19.874024412279
"998",998,998,998,"Randy","Lewis","Male",69.8508554330809,166.960023549674,5,3,"architecture",19.4244360061857
"999",999,999,999,"John","Anderson","Male",66.6483952812463,135.519482992446,3,3,"education",19.6209591246058
"1000",1000,1000,1000,"Jerry","Alvarez","Male",73.624014905517,178.87686378136,4,1,"environmental science",16.1594234954236
